ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Column1,quality
301,7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,1,7
302,7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,1,7
303,7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,1,7
304,6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,1,8
305,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,1,7
306,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,1,7
307,7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,1,8
308,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,1,8
309,7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,1,8
310,7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,1,8
311,7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,1,7
312,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,1,7
313,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,1,8
314,8,0.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8,1,7
315,6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,1,7
316,6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,1,8
317,6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,1,7
318,6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,1,7
319,6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,1,7
320,6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,1,7
321,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,1,7
322,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,1,7
323,6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,1,7
324,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,1,7
325,6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,1,7
326,5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,1,7
327,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,1,7
328,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,1,7
329,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,1,7
330,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,1,7
331,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,1,7
332,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,1,7
333,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,1,7
334,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,1,7
335,7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,1,8
336,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,1,8
337,8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,1,8
338,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,1,7
339,6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,1,8
340,7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,1,7
341,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,1,7
342,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,1,7
343,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,1,7
344,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,1,7
345,8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,1,8
346,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,1,7
347,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,1,7
348,8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,1,8
349,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,1,8
350,7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,1,7
351,6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,1,7
352,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,1,7
353,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,1,7
354,7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,1,8
355,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,1,7
356,7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,1,7
357,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,1,7
358,8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,1,7
359,7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,1,7
360,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,1,7
361,6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,1,7
362,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,1,7
363,6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,1,7
364,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,1,7
365,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,1,7
366,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,1,7
367,7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,1,9
368,5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,1,7
369,8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,1,7
370,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,1,7
371,8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,1,7
372,6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,1,8
373,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,1,7
374,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,1,7
375,7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,1,8
376,7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,1,7
377,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,1,7
378,8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,1,7
379,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,1,7
380,7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,1,7
381,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,1,7
382,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,1,7
383,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,1,7
384,6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,1,8
385,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,1,7
386,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,1,7
387,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,1,7
388,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,1,7
389,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,1,7
390,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,1,7
391,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,1,7
392,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,1,7
393,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,1,7
394,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,1,8
395,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,1,7
396,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,1,7
397,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,1,8
398,6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,1,7
399,7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2,1,7
400,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,1,7
401,7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,1,7
402,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,1,8
403,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,1,8
404,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,1,7
405,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,1,7
406,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,1,7
407,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,1,7
408,6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,1,8
409,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,1,7
410,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,1,7
411,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,1,7
412,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,1,7
413,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,1,7
414,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,1,7
415,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,1,7
416,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,1,7
417,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,1,7
418,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,1,7
419,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,1,7
420,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,1,7
421,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,1,7
422,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,1,7
423,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,1,7
424,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,1,7
425,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,1,7
426,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,1,7
427,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,1,7
428,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,1,7
429,8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,1,7
430,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,1,7
431,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,1,7
432,8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,1,7
433,8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,1,7
434,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,1,7
435,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,1,7
436,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,1,8
437,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,1,8
438,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,1,8
439,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,1,8
440,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,1,8
441,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,1,7
442,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,1,8
443,8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,1,7
444,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,1,7
445,7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,1,7
446,6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7,1,7
447,6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,1,7
448,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,1,7
449,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,1,7
450,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,1,7
451,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,1,7
452,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,1,7
453,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,1,7
454,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,1,7
455,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,1,7
456,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,1,7
457,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,1,7
458,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,1,7
459,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,1,7
460,6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,1,7
461,7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5,1,7
462,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,1,7
463,7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9,1,7
464,6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,1,7
465,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,1,7
466,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,1,7
467,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,1,7
468,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,1,7
469,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,1,7
470,7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5,1,7
471,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,1,7
472,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,1,7
473,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,1,7
474,7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,1,7
475,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,1,7
476,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,1,7
477,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,1,7
478,6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,1,8
479,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,1,7
480,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,1,7
481,7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,1,7
482,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,1,7
483,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,1,7
484,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,1,7
485,6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,1,7
486,6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,1,8
487,7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,1,8
488,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,1,7
489,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,1,7
490,6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5,1,7
491,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,1,8
492,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,1,8
493,6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,1,8
494,7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,1,8
495,6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6,1,7
496,8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3,1,7
497,7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,1,7
498,7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,1,7
499,5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,1,7
500,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,1,7
501,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,1,7
502,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,1,7
503,6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,1,7
504,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,1,7
505,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,1,7
506,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,1,7
507,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,1,8
508,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,1,8
509,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,1,7
510,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,1,7
511,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,1,7
512,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,1,7
513,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,1,7
514,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,1,7
515,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,1,7
516,6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3,1,7
517,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,1,7
518,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,1,7
519,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,1,7
520,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,1,7
521,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,1,7
522,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,1,7
523,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,1,7
524,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,1,7
525,6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,1,7
526,5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,1,7
527,6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,1,7
528,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,1,7
529,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,1,7
530,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,1,7
531,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,1,7
532,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,1,7
533,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,1,7
534,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,1,7
535,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,1,7
536,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,1,7
537,8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,1,7
538,7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,1,7
539,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,1,7
540,6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,1,7
541,5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,1,7
542,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,1,7
543,6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,1,7
544,6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,1,7
545,8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,1,8
546,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,1,7
547,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,1,7
548,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,1,7
549,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,1,7
550,5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,1,7
551,7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,1,7
552,7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,1,7
553,7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,1,7
554,7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,1,7
555,6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,1,7
556,7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,1,7
557,7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,1,7
558,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,1,7
559,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,1,7
560,7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,1,7
561,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,1,7
562,6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,1,7
563,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,1,8
564,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,1,8
565,5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,1,8
566,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,1,7
567,6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,1,7
568,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,1,7
569,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,1,8
570,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,1,8
571,7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,1,8
572,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,1,7
573,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,1,7
574,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,1,8
575,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,1,7
576,6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,1,7
577,6.7,0.16,0.37,1.3,0.036,45,125,0.98964,3.19,0.51,12.4,1,7
578,5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,1,8
579,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,1,8
580,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,1,7
581,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,1,7
582,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,1,7
583,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,1,7
584,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,1,7
585,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,1,7
586,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,1,7
587,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,1,7
588,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,1,7
589,5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,1,7
590,6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,1,7
591,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,1,7
592,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,1,7
593,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,1,7
594,6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,1,8
595,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,1,7
596,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,1,7
597,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,1,7
598,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,1,7
599,4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,1,7
600,5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,1,8
